Comment_Title,Review
Not really at its best,My new XR PHONE  is GETTING HUNG frequently When I shuffle around the apps. I don’t have much apps active though I moved apps from my iCloud. Even few apps get struck and couldnot do any actions. I haven’t seen in my 6S though the issue.Not a good product.
Nice,As always grt
Battery life is 💯✨,"I shifted from android to this iphone , it really worth with all new amazing and premium experience . The battery life is far better than my expectations from iphones . I got this phone for 43k and I feel it’s absolute value for money. Thank you amazon and apple  ."
Beware of festival offer,I find display issue with my iPhone after a month now. I see thin black line from top to bottom just an inch from left side. Battery adapter is also not working properly. I am also unable to access amazon customer care also
Awesome,We don't see much update on this version however we see that phone is as always amazing with the performance.This version on iphone i could feel that battery stand for 24hr even though i use most for the application.
Just one name! Apple!,"I dont know how to explain it, but no need for any review... Just one word.. Apple... Go for it... Its worth your money.."
WoW experience,WoW experience
Fusion of Art and Science.,Amazing piece of art and technology from apple. Buy this beast especially if u r getting it below 40K. As far as the delivery experience is concerned it was not good and smooth at all due to delays and poor packaging from Amazon. Thumbs up for XR only not Amazon delivery experience.
Legends choice,"Excellent sound quality...& that’s no one device is beat in this quality,Immersive display & awesome  performance ..I bought this devise in a deal 47999 128 gb varient... first time u feel after using this device that face unlock instead of fingure print"
Faulty piece,Faceid not functioning after 15 days.phone freezes once selfie portrait mode is activated.Face it does not work anymore now
Iphone 😘,The product I received is value for money. Battery life is pretty much cool. Loved the system performance. Worth buying.
all in all a great phone,its for my wife . shez coming from iphone 6s to this one . so its a upgrade for her . all in all a great phone .
Want to return item,Charging pin problemWant to return it..pl guide me
Not working properly,In camera video and slow mo is not working properly and I haven’t received any bill neither hard copy nor soft
Absolutely stunner 😍,Apple is one of the addictions which never go once you use I use 7 and now xr to my sister absolutely beautifully crafted device and excellent camera phone.👍
Phone not starting,"The phone I received is not starting at all and I can’t see the option to replace, this is cheaty"
Faulty iphone xr delivered,"Just unboxed and found defect in screen. On informing Amazon, I was first assured for replacement and then amazon changed stand and asked me to contact apple care for examining mobile and creating inspection sheet even though problem is clearly visible and accepted by amazon as well."
Don’t go for it.....,Battery backup is very badMy sincere advice don’t buy this productI purchased my iPhone XR in the month of November 2019 .... now it’s battery health condition is 93 only
Iphone XR- A best deal,This is a very good product.You should buy it without any hesitation.Go for it.Battery of this Iphone XR is very good.It lasts upto 12-13 hours with light use.Face recognition is also excellent.This phone is very smooth to use and you will definitely love using it.
Nice phone,Nice phone in all respect.Only issue is high price.
Another brilliant product from Apple,Amazing product as can be expected from Apple. Super camera. Super battery life. Super display.
Classy,"Dude,, this phone is a beast..u will love this phone"
Best iPhone in the price point,This phone is kind of the best iPhone in terms of value of money. The only thing you will miss is the oled display which is on the expensive iPhones but only when you compare them side by side. Got the 128gb @50k so pretty good.
Loved it 😀,"Superb it is. It does not require any review. Large screen, superb quality, 128 GB memory and what else you want"
XR justifies its existence,"Most affordable iphone really proves when it comes to photography, performance and off-course Battery backup. Having been with it for almost 2 months it has clicked most of the boxes urban smartphone should offer."
Good,Good
Super se v upr,Best iphone in this price range
Good product. Also by Amazon.,"Quiet good but little bit of scratches only on outer cover. An improved product by Apple, appreciative. Powerful battery and camera is supremely good, suggest you to have another wireless charger, rather than fabulous product."
Best for PUBG,"Just go for it, try buying the 128GB or 256GB model if you are planning to record your game clips ... because 30mins of screen recording costs 4GB memory ...."
Good performance phone with a not so good battery life.,The features of the phone are very good. Camera and the operating system.The battery life is not as promised in the various writeups and the ads.
Good buy,Great phone from the greatest minds
Amazing phone,iPhone is always master in mobiles. It’s really amazing. Thanks amazon for best discounted price
Really nice,phone is just awesome. Battery backup n camera is also good. But the phone is not slim like 6S or X/XS.
Superb Phone🔥😇,iPhone Xr is such an amazing Mobile phone..its very superb performance in daily life..long long battery life its lost a day with full usage..like playing games like pubg (4hrs)Camera is very Excellent..Very good mbl optimisation❤️
"best buy i bought it for 42,000",face recognition is very fastbattery life is awesome compare to remaining phones in iphonepersons who are thinking to buy new iphone or update the iphone this is best option
"An Apple a day, keeps negative vibes away.","iPhone XR is really one of the best Apple Products I’ve ever used! I’ve had used iPhones in the past but nothing matches XR’s feel and optimisation. Not only does it look good, but also performs superbly well. Much recommended."
"pH is dead, not responding. Defective product. And no option to return.","pH is dead, not responding. Defective product. And no option to return."
XR Day One,Day one is good with XR. Will have to use for some more days before conclusions. Battery life is impressive. Feels good to handle. Seems to slip out of hard sometimes.
Back glass quality extremely poor,Everthing about this phone is good except the back glass which is not durable.the backglass shattered into  pieces from simple fall in the car and apple asking to phone for whopping 53000 to change thephone my phone is just 20 days old
Happy with the purchase,"Product arrived good,got it at Rs 38000 at amazon sale.Thanks Amazon"
GOOD PHONE TO BUY,"ITS A GOOD PHONE TO BUY; THE BATTERY CAN BE BETTER. I AM USING NET AS ON & OFF BASIS, SO I AM GETTING BATTERY LIFE OF 1 DAY. OTHERWISE PERFORMANCE OF PHONE IS REALLY EXCELLENT. I AM RECOMMENDING WITH 90% MARKS FOR THIS MODEL"
Terribly dissapointed with the product,"Camera quality: Distorted sound on video recording . figured it out on 10jun, Return window closed on 9th june....very disappointing when u put rs.50,000/-+ and get into trouble. It’s dated sept 2019 model. Can the seller help"
Iphone Xr 128gb rocks !!!🖤🖤,Amazing iphone XR experience ..you dont need iphone X or iphone Xs or iphone11pro the perfect iphone for any one who loves Apple brand ...go for iphone Xr or iphone11 both are just fabulous
This is called JAW drop deal phone,I got it at 31900 /- with exchange my old android phone .i never believed in this low price I can get dual sim iPhone with latest chipset.thanks to amazon to providing great discounts
wrost product weste of money...,I have bought iphone xr through amazon sound quality is wrost speaker is pathetic when i approached them to return they clearlly denied....very bad exeperience.
Excellent phone with superb alround performance,Excellent phone with an excellent camera & fantastic battery life; dual sim (second one is e-sim) option is quite practical. Camera quality is excellent with portrait mode. iOS is as usual superb & user friendly with excellent performance.
Great phone with great value for money,I like the phone very much. A great product from Apple.  Very happy that i bought this product in a discount. Worth every penny. The  photo quality is amazing.  The re-charging time is so less.
Worth having it,Nice phone
killer product from apple,I was first hesitant about buying iphone xr after all the negative review....it has been 10 days and it is really a wonderful product.i got this deal for 38999 from amazon.
Good delivery process,Marvelous phone came with the proper packagee and proper secure coding from Amazon. Thank you Amazon for such an organised delivery
Loved it!!,Got it in 38k at the sale.Have always been an IOS Fan and wanted an upgrade this has been the best phone so far.
Good buy,It is little on heavy and bulky side coming out of apple but given the price range it’s a good buy
Good experience,"What I really admire about this piece is 2 things:1) Processor speed2) Touch screenBoth these have Apple's brand stamp. Also, Battery life is very good. My previous Iphone version didn't have the same battery life."
Apple is apple,Looks good and also working great. The disappointed thing is while I was purchasing there is a screen replacement warranty but now it is not there.
"Amazing, worth buying.","Very nice phone, very fluid interface, face recognition is really very good but I think Apple should bring back the fingerprint scanner and that Apple specific home button.But still iPhone xr is amazing product, a value for money"
I enjoy using the phone,"Worth the money, performance is good even with 3gb memory.  Apps are pretty fast."
Not Upto the expectation,"Earlier i was having Apple Product which i bought it from Dubai, and now i am using XR which i bought it online, and this really sucks. The earphone quality is not the one apple used to have, Zero Noise Cancellation, zero Quality."
Amazing product,Awesome product  as well as the delivery tym was really fast
Performs as expected. Fully satisfied.,"Only cons are overall little bezel around the screen as compare to XS version. Battery lasts for a day on normal use including music, chatting and social media use."
Very nice,Good phone. I been an iphone user for the design simplicity. This is a good phone. One does not need a pro version. This is a champ
Simple usage,Best if u don’t want to see annoying ads in ur feedCamera is also greatBattery life is nice and runs throughout the dayGaming is also decentIf u have simple usage  and want privacy and security this the phone to choose in budget
Excellent investment!,"Perfect phone for Apple lovers, camera and built quality of this phone is amazing. It’s around 6 months when I purchased this phone, everything works like a charm, there are lot of hidden features that I still don’t know about this phone."
All time great,Best ever apple phone for value for money. Nothing to say. Amazing discount by amazon and delivery is also before time. Satisfied.
IPhone XR is awesome go for it.,"It's awesome iPhone. Loaded with a pack of features. Face ID and Memoji is super, Thanks Amazon and Also to Apple."
defected item not return,"Fake phone , Defected item but not returnAmazon person is saying that. What is your proof, that I phone is defected.."
Not good,"Total fraud gone with me , initially face sacnner was good but now a days after one month it’s not working properly n problem of going phone hang is obvious n regular, total disappointed from this phone n if this happens further i m gonna sue them"
Master piece under 50k,Great look coral colourNice cameraFast ChipThough LCD it looks great no problem at allBit heavy rest all great
Good,"Finger print sensor is missing , the phone is bit heavy"
😍😍,iPhone XR one of the best mobile and osAmazon is the best E-commerce siteElectronics delivery is so goodMoreover a genuine product already I have verified with Istore Thank you Amazon for giving the mobile at the best price
Pretty good,"It’s a good phone obviously, It doesn’t have any defects, delivery was smooth and non-problematic, phone works great, best camera ever, overall, I’m happy with my purchase"
Good phone but bad earphone quality.,Reason for 4 star as the earphone given as part of this purchase are not up to the mark and when I take call using earphone people complaint about sound is not proper and sound come good when I remove the earphone while talking on phone.
items is missing,when i got this phone after unboxing i din't get the proper accessories in the box headphone is missing
Leader always,My 4th I phoneAs always it’s surprise you everyoneThis time duel sim optionNo more monopolies from android user
Battery life is good,Everything is good so far!
Wow,Nice phone in a great price deal...I brought 64 gb in rs 51000/-.It is a great phone one can buy in this price...👍
Spot near the front camera of iphone xr,I have got the delivery of iphone xr yesterday and I have found that there is a spot near the front camera. Can anyone or the apple customer service tell me why it is like that?
"Good phone, battery could have been better",Superb phone. Wish they could match the battery life with what other manufacturers are offering at one third the price
Awesome buy,"The right buy at the right price. The battery is holds up well. Rest is as described by lot of reviewers, it's an easy to use and maintain iPhone. Apt pricing. Good for designers & developers who need a test device."
Heat up Issue/ Battery drainage Issue,"Camara quality is good , Face ID works well.Issue with battery life and heating problem.Gets heat up with normal usage also. No suitable for gaming games like call of duty have heavy lag.Not recommended better choose other product."
Amazing product!,"Good product, great experience!"
nice one,Apple may release the dual sim slots for India. It may increase the sale and customer also i think.
Very good,I heard many people fear to use Apple phones as its os is slightly difficult to use. But I feel that once we are familiar with it then it is very easy to use compared with android phones. The build quality is superb. Also the camera is fantastic.
Nice phone Recived original packing, I am happy to buy this amazing phone from Amazon’s thanks .... it’s original phone ....love this camera .each and every thing in box charger headphones manuals books...seal box Recived.
Best budget iphone,Best budget iphone currently. Got it for 40k(128 gb model) in amazon sale.
Awesome AMAZON,I had this phone XR on deal 128gb n m happy now to have this AMAZON giving original Apple products thats what we want
Item quality,Its a reputed and most sought after brand.
iPhone is best,Finger print reading and camera quality is good. Apple is the best.
Earphone stopped working,My headphone stopped working after 7 months otherwise phone is fine.
Best budget I phone,"Best budget phone by apple,cant believe the overall performance and the tremendous display quality, who says the display is not good, obviously its not good it’s excellent. And thanks to Amazon for providing me the phone within 12hrs."
Except its weight everything is great,Leaving all other iPhone advantages over android i mention the pros and cons of this device.Pros1.Batterylife2.Face recognition3.Camera Quality4.Mobile Speaker SoundCons1.Mobile weight
Perfect iPhone!,"This is the best phone anyone can buy given the price range. Had a little trepidation before buying it from Amazon given the comments of Amazon not being an authorised seller, but this product is worth a go!"
Amazing phone,"If you want a new phone, just go for the Xr because it’s price is pretty reasonable and also it has a very good battery life. I am very happy with it"
Great buy. Osm product,Best phone so far. Battery backup is unexpectedly huge2 days with normal usage very easily
Waste of money.,"Hanging issue, network dropping issue needed restart to get network again. Face detection is also very disappointed, please never waste your money with this product."
Amazing product by Apple,"I already knew the product was good, you don’t invest without actually studying what you’re buying, the service by Amazon was great, I got next day deliver, best offer and a good quality product!"
Wonderful phone,Man the battery life increment from iPhone 7 was mind blowing.. screen is not a problem unless u have used a 1080p oled screen.Would suggest to go with 128gb if u plan to use for long years!
Fully satisfied,Moved fro iPhone 5s and xr is simply superb.Enjoying the experience.Battery backup is fantastic with one charge I am getting 2 days.
Defective,A hair line crack which could only be detected by the shop keeper who was applying the screen guard . A very fine crack which was missed
It’s apple,"Everything is perfect,after all its apple ,but about the seller the packaging was very poor for such an expensive product."
Best Mobile phone under this price. + Camera(5*) + Battery (5*),Amazon price of this phone is lowest. 43000 Rs.- Battery backup is superb among all iphones.- 4K video recording on 60FPS is awesome with stabalization.My first iphone and I am very happy for this incredible deal.Thankyou Amazon.
Great product,Best in the Class...
Not worthy of buy,Its very bulky and photo quality is not good.Cant return as per policy.
Not good as other I phones,The phone is not good as normal I phones . Always hang. Face recognition always give problems . And if you go service Center they say take backups and come back
Best product for the best price,Got the genuine product. The product is the best and bought it during the Amazon sale and got the Best deal for the best price.  Camera is the best in the business.
eSim network issue major ISSUE,1. I have purchased iPhone XR 64 GB .All are features seems good as per expectation but I got newt work issue in this phone .2. esim network has gone during calling time with primary sim vice versa.3. network bandwidth quality very low.
The best smartphone yet in this segment.,"Just the best smartphone in this segment. Absolutely love it. The quality, the software, the camera, the face id, the battery and everything."
Very good phone,I was very happy with this phone. This battery had very long durability.Value for price. The quality of picture is very good it had 4K video up to 60fps . It is very good phone for those people who want an iPhone
Apple products quality  have deteriorated to maintain price competition.,Within a week the ringer volume varies and the  WiFi signal is very weak when compared to other iphones.Order booked on Appario Retail .
worst ever, bad product
Worst Level phone,Hanging issueFace sensor problemDon't purchase
Best phone ever,I don’t think any phone comparable in this range.Don’t worry about camera and all things it’s best.You can check camera comparison on YouTube with other phone camera it’s best I were using iPhone past 3 years.
Perfectionist performance of unique class.,Open sound quality is awesome like Sorrounding dolby
Okay but not meet the expectations,"There is no fingerprint reader in XR. Camera quality is poor, especially front camera. Battery life is usual for iPhone. Over all the phone is fine but recommend to go fo one plus."
An Improved Battery at a cost,"As usual, Apple product when compared to other mobile phones in similar category are priced higher .. but I like the improvements in battery when compared with previous iPhones"
Great iphone for legendary people,This iphone is my second iphone followed by iphone 5s and battery of this phone great which provide at leat 1.5 days backup. iPhone xr is great phone
Good product,This is a super product with all kind of necessary featuresthank you apple
Quality mobile with limited option,"Quality of mobile, camera, speed is very good. Very limited option as compare to android mobile. Battery life is not good"
Just go 4 it,"It’s a apple with great battery and user friendly,Face id works excellent even in dark room and attention option is great for lock and reading notifications privacy"
Good Product,I had an issue with waterproofing of the phone as proper functioning of the ear speaker returned 2 days later after the incident.Other than that I have had no issues with the product and am happy with it.
Charger is pathetic,I bought this phone last week and in one week charger started misbehaving. Sometimes charger got disconnected and sometimes phone is not getting charged .
Speaker problem,"Speaker stopped working within 4 days of use !!!Doesn't seem to be a new , unused product"
Best I phone ever!!!!!!!😍😇🤘🏽,The best iPhone in affordable price with huge screen.......loved it to the core ❤️❤️😍😍😍👌👌👌👌👌👌👌👌👌👌👌
Very bad packing and delay delivery.updation is very slow,Good battery.packing is very poor.iphone cover is good.so my phone is not damaged.
Valuable phone under good price,"I as using Xr since last two week, totally satisfied with the phone.Iphone touch,  Siri, Music, Camera all are 5/5.Just some restriction in Iphone rest all are amazing"
Bole to jhakash👌,Nice phone
It s a not original Apple mobile,my Apple xr mobile was not working and camera not working networks problems and charging problem so west Apple xr and amazon Apple mobiles it s a duplicate mobiles not a originalsAnd no response the amazon company
Good,Good looking phone at g8 price 37999Really amazing
Amazing product,It's iPhone... I feel better than 11 I feel.
GREAT PHONE,Awesome phone...should have given super amoled screen
Nice Phone,Battery issue is problem discharge very fast and take time to charge almost 03 hrs.
Good phone but not up to the mark,Amazon did not provided the original bill of Apple Xr to me in soft copy at my email nor hard cooy to my house. Please provide the same at the earliest. Rest phone specifications lies between 2 to 3 star only.
Comparison with XS,"It is one of the affordable iPhones. Speed and quality is same as XS, a little difference with regards to 3D Touch and camera."
Iphone,I have a doubt it is an old oneBcz wifi opened dileeps iphoneIs it used mobile
Worst experience,Not worth don’t buy from amazon worst only waste of money.
Colour different,Colour is totally different. Don't go with the looks in Amazon website.
iPhone XR review,"Display quality is fantastic, face recognition has some lag issues"
Dont get cheated seeing their 10days replacement,Got a defect mobile and got it replaced. They simply publish that the product is replaceable within 10days but when we they tel us to get replacement key from apple. Such a faking morons
BEST FROM APPLE,"Every 1 knows wats the quality of Apple is, no reviews are required. Best of Apple make till know."
iPhone xr,The entry level product to get into Apple house of quality product.
Awesome,Very good phone i was android user but first tym using ios and only want to say go for it don’t hesitate to shift from android to ios u will not be disappointed very good phone in apple series
Running Stunning 🥳,I m giving score in %Battery 100%Camera 90%Face recognition 100%Processing 100%Handy 80% ( heavily in weight)Overall satisfied...XR is best of All iphones below XR
Defective,The Iphone has been stuck on set up page after i tried restoring it.
Excellent phone,Very good battery life and very nice photo quality. Dual SIM works smoothly. Excellent call quality and speaker sound is loud enough. Overall a very decent phone.
No one comparison with XR in range of price,"Good product camera quality superb, battery life good and face lock. I am happy to receive the item and thanks to amazon for deliver genuine product in very short time"
"Defect in camera, a dot in middle","Product was good, but got a defect in camera lens. Even though i got camera replaced from a planet care store, but still i never expected this from an apple product. This was my first apple product & probably my last."
Battery gets hot while n use,Phone gets hotter while charging and while watching video. Has it been repaired and sold?
Great,"Really like for display, battery life and operating comfortably."
Loving it ❤️,"Really awesome device. Have been using for about 2-3 months... secure, fast, and really user engaging. Yes, price is always a issue with apple devices but their devices make every penny worth it... at least this one does✌️"
Excellent phone,"iPhone XR is a great phone on budget price, great camera but only lag is the battery life, that apple should work on."
Once you start using this you will never switch back to android phones,5 star
Worth for the money we spent for the device.,Easy to handle. User friendly. This is my second Iphone and now addicted to iphone now.
iPhone XR,overall satisfied with the new iPhone XR
"Great product with smooth functionality, great start","Phone looks great, easy setup for existing Apple  users, camera is impressive with the additional modes. Overall totally satisfied with the purchase detailed review on battery after one month of use will follow."
"Good battery, very bad camera",Did not expect such poor camera quality from apple phones even my earlier iphone had a better camera. Overall has a good battery backup but really disappointed with camera quality...
iPhone XR is the budget iPhone.And very super smooth phone.,Super mobile. Battery is too good. But all applications are not available which are available in android. But Very good phone.
I phone experience,"I phone xr is also a good product, battery life is better than other i phones in market. Value for money."
Nice product.,Order was delivered before the estimated time of delivery. Really enjoying the product.
Ultimate user experience,Best user experience till date.I shifted from android to ios.You will never thought of buying android again.
Best value for money,I love it
Worst," Such a worst product , don't buy , all time hang, I'm despointed to iPhone xr"
Best iPhone to buy,If you are looking for an iPhone and your budget is around 50k-60k then you should definitely go with iPhone XR. It is the value for money iPhone. I've been using it for the past 3 days and I am really happy with its performance.
Nice phone,"Little  heavy, not suitable for single hand use, front glass is shiny,"
Great phone at awesome price,Awesome phone got it at a Very good price during the Prime Sales
Great product,Apple itself is a quality brand and iPhone is just one of its best products . So far so good .
"Low battery life, rest an amazing phone",Everything is good but the battery dies too fast. Maybe they meant to say lowest battery life in their ad but mistakenly wrote highest. Anyway the software is no doubt amazing.
The sexy Black IPhone XR is worth buy,The product is amazing with its features. The battery performance is  remarkable.The response for the Face ID is also Awesome.The only Con is that it’s Slightly heavy.the overall price has also gone down considerably.
Loved it,Great phone
Very good product,After using the phone for a week found it to be a great product.
Charger stops working suddenly,The charger provided with this product Stops working suddenly and it’s only been 4 days that I received the product kindly get a replacement for the charger
best n beast,if u want to secure phone then go for ios.and xr is the best phone u shud hv.
Awesome purchase,I'm in love with how this phone feels in the hand when held properly. Battery life is super good.
iPhone xr in just 45k for 128 gb,Best buy
Awesome..,"Experience of upgrading to XR from 6s for me is awesome.. it’s really really nice phone from all aspects.. battery life, picture quality and face unlock is really great.."
Hot deal great product,Amazon is amazing! Super price and delivery. Using it without issues. I extended the warranty at Apple service.
Awesome phone,Awesome phoneCamera quality is very impressiveBattery backup is extremely superThanks to Apple and amazon
XR is great buy!,Awesome phone! True genius and different from others..
iPhone XR,Left speaker is not working
Awesome phone,Best phone ever! The battery life is too good! And for gaming this phone is awesome 😎
Best phone for value,Its the iphone to buy right nowBattery life is goodCamera is excellentPerformance is phenomenalAnd bonus is it will get years of software support
Iphone XR - 64 GB,"Good phone. Definitely worth the money. For me it was either one plus 7t or Iphone XR. Being an Iphone user for such a long time, i juat couldn’t go for one plus. Turns out to be the better decision."
Mind blowing,Nothing new to share about Apple. It’s a perfect mobile
iphon XR - extra R means real value for money,Got it during Festival sale with good discount from amazon India . Best iphone till date on every specs  with butter smooth ios and camera quality also looks good. Overall it's a good performing iPhone .
Best ever from Apple,This is best iPhone ever. Amazing camera quality and as usual the speed of Apple is unprecedented. Battery life is superb and It can go on without charging for 1 and half day with moderate Internet use.
Worth to price,I felt just one thing of apple is its worth buying a great experience... yes bit expensive but still worth to its cost
Heating issue in iphone xr,Heating persists..On using the phone. While listening to the music online.
Best iPhone,Great product. Battery easily lasts more than a day and very good camera.
Disappointed,Amazon service is good.Disappointed with the Product.
Good Mobile,"It was very good, Face ID is much improved after updating to IOS13 version.Camera is stunning.Overall good phone,Thanks to amazon i bought it on Amazon festival with reduced price"
First IPhone,"My first IPhone and I am in love with it..No reviews need for iPhone, the name says it all. Thank you amazon for such a great deal price"
Best IPhone ever,If you have a budget of 45k + .. don’t think of any other phone .. just buy XR .. loved it
"Great battery life, good voice quality","Great battery life, lasts 2+ days with heavy usage. Voice quality even on Vodafone network was quite good, and that is saying a lot."
great buy,"its an genuine apple product being sold on amazon, gud buy n a great deal. No complains n working great from last 6 months."
best i phone,Good value worth it
Good to go,Camera is awesome. A single 12 M.P rear camera beats other 60 M.P Android’s camera.Flaws - No fingerprint censorCan not use earphone while charging.
Good,Delighted to purchase in this offer miss the day but still it’s good happy about the product only one thing is missing fingerprint sensor would have been great if it was there
Nice dael,Got a Nice deal of this superb phone. It's a worth for money deal.
Its just another smartphone,No flexibility in personalization of handset.. Not user friendly.. Their is a difference between sophisticated & complicated.. It tends to inclined towards latter..
Xcellent iPhone Ever,"Better than iPhone X, but price is still high compare to OnePlus market"
Very nice phone.,"Everything is nice, only the battery should have been more powerful."
What else do u need?,This is the only amount of power in any phone which an average consumer can use...i mean u can throw anything at it and it will process....literally no complains
Super phone,"Classy, smooth and meets the expectations.  Thumbs up!!"
Really awsome,Lovely mobile looks and performance
Awsome,Worth buying👍🏻
"Boughy for gifting, good package and product",Received product well nd got good discount.
Purchase white,Great phone but I would prefer white than any other color
Don’t buy from this seller.,"Sound not working, buy from another seller"
Worst service by apple,"Exactly after 15 days my lightning cable discharges some greenish liquid and stopped working , and when shown to apple service care center they told it willbe not covered under warranty."
I phone XR,"Very nice product,ofcourse best brand’s product in world,,looks is classic and fantastic performance,amazon is selling the product with attractive discount"
Not provided lightning connector,They have not provided lightning connector but mentioned in the box providing lightning connector
Not acceptable from Apple,Good product. Bad battery life
Nice phone to upgrade,Superb very very good battery life it can go for 2 days alsoBut little heavy in weightFace unlocking is superbCamera is awesomePreviously I was using iPhone 6s
Never buy an iPhone from Amazon,Never purchase Apple products on Amazon. Worst product! Even worst service by Amazon! The phone was having heating issues!
Duplicate product,Duplicate charger have been imposed upon me.
iPhone,Very good but face unlock is slow good battery life and excellent display with good feature but required wifi to work or download any file over 200 mbOverall good
Apple iPhone XR is nice,Good perfomance. Got it at 42k
Must go for it..,"Upgraded from android to iPhone with iPhone XR and this has completely impressed me. Good Camera, Excellent battery life and faster Face ID reading."
Excellent product,"Excellent product. If you are a fan of quality and durability, this is it. Amazing battery life and innovative integration with Mac and Watch."
nice mobile,super mobilecamera goodbattery good backup
Superb phone,Battery life good  camera quality is also good
Prefer it over oneplus 7t,Got the blue iPhone XR 128 gb for 43000.. works like a charm. All day battery in heavy use and two day with normal use... camera is super awesome. Thanks Amazon.
Phone not working,I am very disappointed with Amazon within 3 months of buying an iphone the phone got dead and is not switching on. I wouldn't recommend anyone to buy an iphone from amazon.
It’s alrite,"What can I say, it’s an apple."
Best Version and screen among all Iphones.,Overall good Experience ; switching from iphone6 to iPhone xR was really worth the buy.
Awesome 😍😍,It's my first Apple product and I just loved it.  Battery life is good but charging time is more with the inbox charger. Liked overall performance.
So embarrassing,Iphone XR is awesome but i took this cia amazon at 60k but after 3 days it shows 40k this so embarrassing.
Pathetic Phone ever made by Apple,Its an average phone and complete wastage of money.
Overall it is good,Face recognition Nd battery life is not too good as I was thinking..the face unlock is automatically open by my bro face as he is not put his face as password in the phone then also how
Extremel bad unsolvable network problem,Pls plz dont purchased apple xr online...i got network issue...n service centre r not ready to replace n not solving problem....extremely bad experience
Manufacturing defect. Yellow tint on screen,Screen had a yellow tint. There was a manufacturing defect. Chek ed with other devices in showroom and all were normal white. Returned the device and claimed refund for this.
Great buy,Worth every penny but a little heavy and bulky
Very good phone,Quite sturdy phone - though little heavy & bulky. Good efficiency & battery life.
Best to buy XR,Battery life is amazing... this phone has changed my mind and thoughts towards iPhones. I have used every iPhone as of now however battery life is amazingly good in XR also camera is outstanding.
very nice phone,excellent phone delivered by amazon in very good condition. Only hitch is apple should provide fast charging options (when even low range phones are supporting fast charging).
Phone not working,I got a iPhone day was only working for 3 hours post which it never got started..lot of effort done but not single customer service could let me know what's the way out. Screw you guys
Amazing product,Its best budget iphone to buy in market right now. Display is not a serious issue and remaining features are similar to its siblings xs and xs max. Bought it for ₹52k so got a excellent deal.
Always ULTIMATE,Nice phkne
Best ever iPhone,No need to say about an iPhone. This is the best of all iPhones that I have ever used. Buying it from Amazon is another enjoyment. Thank you.
awesome Phone,Apple iPhone is iPhone.. Amazing feature
Trust me guys it’s better than iPhone X in all aspects,Elegant phone with dual sim support great battery life. Best apple phone under 80k
Within 1month battery life reduced To 1% i.e 99%,"Not even completed 1 month but battery life became 99%, some defect may be will go and show some iphone store."
Receive empty box,Receive empty box
Apple xr story,Very nice.Iam very happy.All system and software are good nice.
Best phone,"Ultimate phone, red color"
Apple,Half apple symbol is so good that visible to all
Honest review,My first iPhone Nd believe me it’s just owesome 😍 in every thing. You can use phone whole day on one charge 👍For me.XR > XS
Awesomeness apple XR,"Its a fantastic phone to use, only disadvantage is its too heavy. I phones are generally famous for sliminess and lighter wts except this one."
Superb,"Iphone xr is superb so I gave 5 star, camera is nice but selfie not satisfied to me, battery is also not satisfied. Also like the phone."
Hanging issue,"Touching screen is not quite good, sometime it hangs, when calling time screen get blank, then we have to press Power button 2 times then it wakes up..."
It is a great phone for the ones new to apple,There is no finger print sensor. But face id does a pretty good job. Love this phone.
Apple iPhone XR,Fantastic phone.My dream phone.
ITS APPLE AT JUST 50K,Their is no issue in screen gaming is super dope .Bezels are not that much bad. Screen time more than 9 hours and that s epic
Five Star Apple,Nice camera Amazing battery approx 24 hour e sim dual sim functionality very good I love it superfast delivery by Amazon thank you Amazon and Apple
Mind Blowing,Defenetly worth it
Great Product,Very nice product.  Delivery was quick.  Very happy with the product
Apple is good but one plus is best.,Go for one plus 7 pro. It's a great deal. I hv both and I can assure u. iPhones can't beat one plus.
Useless overpriced phone,Useless overpriced phone. Touch sensitivity is worst.
Wonderful product,Excellent product. Awesome battery life
Excellent,No words to say it's iPhone it's always in top place
🤘😝🤘,Fantastic phone📱 ever
Awesome red,Satisfied will all the features
Value for money,Awesom
Sensor and Touch Issue,Calling Sensor is Not Good Enough And Also Sometimes Touch Stops Working for Few Seconds
Just wow,It's a nice deal through Amazon.The product quality of iPhone XR is amazing.Such a grt experience to have an iPhone.This is first time I m using an apple product.You can go for it blindly
On time delivery with good quality product,Fantastic productAmazon delivered on timeChina make
Review,"We can not add song and videos from the outer device. Some application is not supported like true caller, call records, google map not working properly, battery back up is very nice."
Face ID recognition not working,"The Face ID recognition is not working at all. I missed to figure it out with in the return period, now I need to get it done at the icare centre"
Super 📱,"Genuine product in best price, Happy to upgrade with iPhone XR :)"
Good,The mobile phone is too heavy and there is no fingerprint sensor (though there is Face ID). Otherwise everything else is great.
Great,Can't believe an iPhone can give good battery life. Overall great phone
Splendid,Everything is perfect
Loved it,Camera quality is just awesome. Loved it. All the features are just woww.Display Colour quality is best in industry.Loved the product. Paisa vasool.
iPhone XR,I purchased this iPhone XR I think the same is refurbished item which I received.Wanted to exchange but the return window closed on 9 November.What could I do.
Value for money,I got this delivered in one dayAwesome experience with phoneTouch and speed of this phone is good
I phone vs android,Awesome phone i like it very much ....dispaly better than my poco
Great Product,Great Product Camera is Awesome.
Very good,"Mobile is superfast same as amazons delivery speed. Camera is good, face unlock is fast and gets my face everytime"
